,review,is_positive
515,citi airport close busi noisi,0
516, especi comfort high tech light complic understand heat cool never figur televis cost one night hope bit actual luxuri appear  made feel like star actual accomod bit want star qualiti,0
517, gener bit shabbi tuck corridor scruffi  past cleaner congreg equip morn glad one night,0
518,wi fi weak stabl,0
519,bath fairli old shabbi,0
520,nois souproof gener special insid entranc door close ,0
521, small doubl therefor small two adult co ordin light switch light  even,0
522, bit small unusu central london find fair clean function,0
523,may  menu eat pork,0
524, noisi probabl next offic someth light bulb  went 3 night,0
525, look date bland uninspir,0
526,upgrad execut suit bit small allow free use mini bar small select never fulli restock even though request replenish daili turn servic occur twice 5 night  fine otherwis servic poor,0
527, avail site plenti place around,0
528,bath clean,0
529,internet slow elev small slow,0
530, bit small,0
531,ground floor entranc smelli poor decor stain wall,0
532,tea coffe make facil  bottl water,0
533,view ,0
534,strang dishonest  klaustrofob  wall thin snore neighbor  might keep night say nightmar far,0
535,narrow corridor step place accept  size club ,0
536,difficult find thing,0
537,price extra ridicul,0
538,well centr area poor state repair bit card board tape wall cover problem area around pool need repaint lot rusti bit chang  nice toiletri dispens product would normal expect sort  clean though,0
539,suppos bar experi quit good good friendli  price drink felt high henc reason frequent,0
540,floor 46th funki smell like rotten water,0
541,could jacuzzi spa realli make perfect,0
542, perfect,0
543,someth gone wrong  clean normal mainten seem stop good broken toilet dirti  realli easi fix come manag spoil good ,0
544,iron board thw ,0
545, could use littl light littl dim romant side travel mother,0
546, could better view backsid  although request front side,0
547,would nice welcom recept area somewher sit even drink perhap without sit restaur area equip fit suit work worth someon check daili basi final tea drink brit bigger tea cup ie mug essenti,0
548, size small,0
549,thought tv channel avail could better particularli sport,0
550,stay time differ floor  reason last time given  disabl person big deal could better term cleanli prefer ,0
551,everi  price mini bar expens,0
552,told 50 per day servic charg minibar  servic etc inconveni felt though made awar,0
553, menu,0
554,anyth complain,0
555,price mini bar expens especi water,0
556,park cost 28 euro per night facil  tight famili,0
557,everyth ,0
558,expens size origin ,0
559, rate littl higher side compar 4 star  area,0
560,strong clean smell foyer corridor,0
561,,0
562,bath clean look old  light enough butler carri luggag,0
563, stylish lack enough storag space cloth,0
564,suit littl small view,0
565, fix tv remot work properli troubl work use  need instruct never enough milk left coffe tea doona cover fasten bottom make uncomfort towel chang even though hung new soap put necessari,0
566, size  small,0
567, small,0
568,everyth heat work   rude help arrog servic go anoth build find  beakfast bad gener bad  wander 5 star max 3 star,0
569,book via book com mix began arriv   small told upgrad happen lack clariti mix up gm 115   front offic manag take care thing poorli fridg tv minuscul insid drawer dirti,0
570,3rd stay  first time notic thin wall neighbour  could easili hear daughter chat laugh friend probabl depend  said notic,0
571,park fee uncomfort  nois refurbish,0
572,weather,0
573, fact two  mattress bit hard,0
574,window view intern light well facil  tea coffe kettl guest expect take cup dine  hot water heavi fire door narrow concret stair comuni area floor,0
575, bit soft desk  bit small,0
576, small side though well appoint quiet,0
577,improv would power point mirror togeth abl style hair mirror avail appli makeup good apart full length mirror behind door light mirror,0
578,pretti much everyth aw area safe walk home metro night  uncomfort air condit worthless also,0
579,bathtub littl problem sunday one fix  view outdoor stair,0
580,note,0
581, outlook obscur ventil duct,0
582,move  due window either broken would close wide open 3rd  lucki,0
583,love  bath  excel howev overlook side street east nois terribl window fix day one overal sound proof could much better shame took away otherwis great ,0
584,open window uncontinu loudli sound whole night,0
585,price right middl london much better,0
586, size,0
587,open window balconi need ad  descript,0
588,expens  small select terribl hard pillow gave slept jumper ridicul slow check time find irrit thing wait 20minut perhap longer,0
589, rather small air condition noisi could hear water drain bath,0
590,drain smelt badli bath air condit loud   basement window felt hot claustrophob us,0
591,book junior supirior suit 2nd doubl  sleep couch small 2 adult flat,0
592, area clean smell  comfort dose pillow,0
593, window face wall natur sun light,0
594,slight dissatisfact  expens great either perhap sinc eat earli tast fresh,0
595,traffic nois street disturb sleep,0
596, old quit today standard ok budget altern day possibl four star inn pub would rate two star compar regular  standard quit live expect,0
597, bit small student ,0
598,restaur  nice inconveni bit pricey still nice stay,0
599,appreci old build like,0
600,bath old head didnt work good spread water everywher,0
601,check  16 00 park space avail despit request time book,0
602,na,0
603,housekeep  poor complain air con noisi thought,0
604, dark view window wall next build,0
605, averag,0
606,poor servic across board  small  poor light uncomfort ,0
607,everyth excel,0
608, gener well use need updat,0
609, top floor warm,0
610,fact 50 pound per night block account instanc,0
611,let improv  qualiti bacon scrambl egg averag juic tea good,0
612,noisi road want window open,0
613, book place chaotic  complet shambl total disorganis  small need makeov definit 4,0
614, design,0
615,pool facil small side gym excercis area disproportion larg small chang area,0
616,unfortunetli boiler broke night  cold still fix morn 9 30 woke cold night  leav  left warm near cafe,0
617,poor internet connect,0
618,rest  urgent need refurb  small old,0
619,charg book com although believ weak lack transpar book com,0
620,food qualiti tast match price laundri expens,0
621,separ  toilet entir bath got soak whilst ,0
622,window  broken fix duct tape whaat heat c  live life  far public transport center check mistakenli charg money second time,0
623, hot night,0
624,expens restaur site,0
625,lack light  dark point view drive garag would test driver skill limit especi drive big car,0
626,complaint  howev minor complaint cost deduct bill without question,0
627, quit difficult understand expens drink bathplug work,0
628,mad bar felt could updat howev still enjoy drink,0
629, small lower ground,0
630, central get  public transport easi navig,0
631,although frequent stay wyndham apollo past put us dark dungeon style  020 way sea canal level receptionist state dit een leuk kamer joke,0
632,neg  need facelift could return former glori lick paint,0
633,look littl tire need decor,0
634, hard atm site,0
635, realli warm  hard,0
636,rip term nightli rate,0
637, bit cold heater seem broken,0
638,tub danger,0
639,safe  cupboard floor hand held ,0
640,cup tea coffe kettl therefor could make cup tea ask recept said kettl put cup tea bag ,0
641,fact pay movi would like watch movi english chanel great,0
642, expens,0
643,surround look bit dirti  perfect,0
644, basement horribl choic,0
645,thin wall alarm clock ring anoth  kept us awak,0
646,complaint,0
647,sound insul,0
648,queue check long two occas stay,0
649,  small amount peopl felt busi wait drink food good standard though,0
650,restaur abism  rude ignor feel like treat pay guest spoken like riff raff street sign say restaur open 11 30 wait half hour 25 12 rude told actual open 12 waiter visibl look us felt like realli welcom reluctantli return next day 12 grab quick lunch turn 50minut wait salad burger guest came 15 20min us serv food lie kitchen counter much resembl salad 25min readi serv question wait food receiv rude respons say group made reserv 8am morn long wait first made awar order secondli group made reserv sure  much prepar thirdli group peopl made reserv mean 2 peopl wont get food almost 1hour absolut appal servic lack complet put return  sure recommend anyon,0
651,price qualiti ratio satisfactori,0
652,fridg,0
653, touch small,0
654,ask go check could nt see sign recept polit member bar  point us right direct  felt small side,0
